GCA_000826245.1_Acanthamoeba_astronyxis	A.astronyxis (2015)
GCA_000499585.1_CBS7750	basidiomycetes C.deuterogattii (CBS 7750 HL_B8 2013)
GCA_012922885.1_R265_cen10delta_Chr10-7	basidiomycetes C.deuterogattii (Chr10-7 2020)
GCA_000836315.1_Cryp_gatt_LA55_V1	basidiomycetes C.deuterogattii (LA55 2015)
GCA_000875855.1_Cryp_gatt_MMRL2647_V2	basidiomycetes C.deuterogattii (MMRL2647 2015)
GCA_002954075.1_C._deuterogattii_R265_chr	basidiomycetes C.deuterogattii (R265 2018 genbank)
GCF_002954075.1_C._deuterogattii_R265_chr	basidiomycetes C.deuterogattii (R265 2018 refseq)
GCA_000786445.1_R265.1	basidiomycetes C.deuterogattii (R265 HL_B8 2014)
GCA_000836375.1_Cryp_gatt_Ram5_V1	basidiomycetes C.deuterogattii (Ram5 2015)
GCA_000875815.1_Cryp_gatt_E566_V1	basidiomycetes C.gattii (E566 2015)
GCA_000835745.1_Cryp_gatt_EJB2_V1	basidiomycetes C.gattii (EJB2 2015)
GCA_000935105.1_Cryp_gatt_NT-10_V1	basidiomycetes C.gattii (NT-10 2015)
GCA_000836355.1_Cryp_gatt_Ru294_V1	basidiomycetes C.gattii (Ru294 2015)
GCA_014964225.1_Cryp_deca_WM1802	basidiomycetes C.gattii (WM1802 2020)
GCA_000185945.1_ASM18594v1	basidiomycetes C.gattii (WM276 2011)
GCA_036428525.1_ASM3642852v1	basidiomycetes C.gattii (WM276 2024)
GCA_009650685.1_Cryp_gatt_MF34	basidiomycetes C.gattii VGV (MF34 2019)
GCF_000185945.1_ASM18594v1	basidiomycetes C.gattii WM276
GCA_014825765.1_ASM1482576v1	basidiomycetes C.macerans (CBS 2425 2020)
GCA_014825745.1_ASM1482574v1	basidiomycetes C.macerans (CBS 6532 2020)
GCA_049242505.1_ASM4924250v1	basidiomycetes C.neoformans (A7_35_23 2025)
GCA_023650595.1_ASM2365059v1	basidiomycetes C.neoformans (Bt133 2022)
GCA_023650535.1_ASM2365053v1	basidiomycetes C.neoformans (Bt65 2022)
GCA_023650555.1_ASM2365055v1	basidiomycetes C.neoformans (Bt81 2022)
GCA_023650575.1_ASM2365057v1	basidiomycetes C.neoformans (Bt89 2022)
GCA_000091045.1_ASM9104v1	basidiomycetes C.neoformans (JEC21 2005 genbank)
GCF_000091045.1_ASM9104v1	basidiomycetes C.neoformans (JEC21 2005 refseq)
GCA_022832995.1_ASM2283299v1	basidiomycetes C.neoformans (VNII 2022)
GCA_003011985.1_ASM301198v1	basidiomycetes C.neoformans var. grubii (H99 2018)
GCA_002216725.1_ASM221672v1	basidiomycetes C.neoformans var. grubii (KN99 2017)
GCF_000149245.1_CNA3	basidiomycetes C.neoformans var. grubii H99
GCA_002216205.1_ASM221620v1	basidiomycetes C.neoformans var. neoformans (XL280 2017)
GCF_000149385.1_ASM14938v1	basidiomycetes C.neoformans var. neoformans B-3501A
GCA_048164905.1_ASM4816490v1	basidiomycetes C.qinlingensis (SUNT 2025)
GCA_022385745.1_Leisp1	basidiomycetes C.sp. (BRFM 1775 2022)
GCA_000835755.2_ASM83575v2	basidiomycetes C.tetragattii (IND107 2024 genbank)
GCF_000835755.1_ASM83575v2	basidiomycetes C.tetragattii (IND107 2024 refseq)
GCA_001632345.1_Daequ1	basidiomycetes D.quercina (L-15889 2016)
GCA_033807695.1_ASM3380769v1	basidiomycetes D.sinensis (Si85 2023)
GCA_004307915.1_Dicsqu463_1	basidiomycetes D.squalens (CBS 463.89 2019)
GCA_004307905.1_Dicsqu464_1	basidiomycetes D.squalens (CBS 464.89 2019)
GCA_000275845.1_Dichomitus_squalens_v1.0	basidiomycetes D.squalens (LYAD-421 SS1 2012)
GCA_004307925.1_Dicsqu18370_1	basidiomycetes D.squalens (OM18370.1 2019)
GCA_037954145.1_MBU_FomFom_1	basidiomycetes F.fomentarius (Vendula-Vojta_106_Z26 2024)
GCA_001931775.1_ASM193177v1	basidiomycetes F.pinicola (GR9-4 2017)
GCA_000313525.1_ASM31352v1	basidiomycetes F.radiculosa (TFFH 294 2012)
GCA_039906145.1_ASM3990614v1	basidiomycetes F.sp. (x10 2024)
GCA_000344655.2_Fompi3	basidiomycetes F.SS1 (FP-58527 SS1 2013)
GCA_039545395.1_JCM_3685_assembly_v001	basidiomycetes F.uniguttulatum (JCM 3685 2024)
GCA_002900995.3_Gabo_G3	basidiomycetes G.boninense (G3 2021)
GCA_022836635.1_ASM2283663v1	basidiomycetes G.boninense (T10 2022)
GCA_022813035.1_Ganleu1	basidiomycetes G.leucocontextum (Dai12418 2022)
GCA_002150815.3_ASM215081v3	basidiomycetes G.lineata (SDL-CO-2015-1 2019)
GCA_047651895.1_GL0102_53	basidiomycetes G.lingzhi (GL0102 2025)
GCA_963378725.2_G_lucidum_strain_5_1_genome	basidiomycetes G.lucidum (2025)
GCA_000271565.1_GanLuc1.0	basidiomycetes G.lucidum (G.260125-1 2012)
GCA_033032785.1_EAFT_GLuc_1.1	basidiomycetes G.lucidum (IA20 2023)
GCA_019426095.1_ASM1942609v1	basidiomycetes G.lucidum (Ling-Jian NO.2 2021)
GCA_000262775.1_GanLuc1.0	basidiomycetes G.lucidum (Xiangnong No.1 2012)
GCA_022814645.1_ASM2281464v1	basidiomycetes G.meredithae (FKI-L8-BK-PAB1 2022)
GCA_964023155.1_gfGanResi1.1	basidiomycetes G.resinaceum (primary hap 2024)
GCA_002760635.1_GanSi1.6	basidiomycetes G.sinense (ZZ0214-1 2017)
GCA_008694245.1_ASM869424v1	basidiomycetes G.sp. (BRIUMSc 2019)
GCA_000320605.2_Ceriporiopsis_subvermispora_B_v1.0	basidiomycetes G.subvermispora (B 2013)
GCA_004802665.1_ASM480266v1	basidiomycetes H.centrifuga (DSM 108282 2019)
GCA_051903565.1_ASM5190356v1	basidiomycetes I.laceratus (CXYL-007 2025)
GCA_037042435.1_ASM3704243v1	basidiomycetes I.lacteus (Y8604A 2024)
GCA_042608485.1_ASM4260848v1	basidiomycetes I.resinosum (SiL90 2024)
GCA_022160335.1_Hydfim1	basidiomycetes I.rosettiformis (CBS 384.51 2022)
GCA_037039805.1_ASM3703980v1	basidiomycetes I.sp. (M6601 2024)
GCA_037041695.1_ASM3704169v1	basidiomycetes I.sp. (PG99-01B2 2024)
GCA_037042295.1_ASM3704229v1	basidiomycetes I.sp. (Y119-03 2024)
GCF_000512585.2_ASM51258v3	basidiomycetes K.bestiolae (CBS 10118 2024 refseq)
GCF_000512565.2_ASM51256v3	basidiomycetes K.dejecticola (v2 CBS 10117 2024 refseq)
GCA_000507425.3_Cryp_heve_CBS569_V2	basidiomycetes K.heveanensis (CBS 569 2016)
GCF_000507465.2_ASM50746v4	basidiomycetes K.mangroviensis (v2 CBS 8507 2024 refseq)
GCA_003367725.1_Polbr1	basidiomycetes L.brumalis (BRFM 1820 2018)
GCA_000743315.1_LigRhi1.0	basidiomycetes L.rhinocerotis (TM02 2014)
GCA_047716615.1_ASM4771661v1	basidiomycetes L.squarrosulus (Lesq3 2025)
GCA_003813205.1_Lenti6_1	basidiomycetes L.tigrinus (ALCF2SS1-6 2018)
GCA_003813185.1_Lenti7_1	basidiomycetes L.tigrinus (ALCF2SS1-7 2018 genbank)
GCF_003813185.1_Lenti7_1	basidiomycetes L.tigrinus (ALCF2SS1-7 2018 refseq)
GCA_048564935.1_ASM4856493v1	basidiomycetes L.tigris (CSTAN 2025)
GCF_000181695.2_ASM18169v2	basidiomycetes M.globosa (v2 CBS 7966 2007)
GCA_027627245.1_Physisporinus_sp_VT162_reassembly_enz	basidiomycetes M.lineatus (VT162 2023)
GCF_001278385.1_MalaPachy	basidiomycetes M.pachydermatis
GCF_003290485.1_ASM329048v1	basidiomycetes M.restricta
GCA_003691605.1_ASM369160v1	basidiomycetes M.restricta (CBS 7877 2018)
GCA_900149145.1_Msy_ATCC_42132_Feb2016	basidiomycetes M.sympodialis (ATCC 42132 2017)
GCA_024322255.1_AFRL_Nalb_1.0	basidiomycetes N.albida (5307AI 2022)
GCA_012922605.1_ASM1292260v1	basidiomycetes N.albida (IF6SW-B1 2020)
GCA_012922635.1_ASM1292263v1	basidiomycetes N.albida (IIF5SW-F1 2020)
GCA_001599735.1_JCM_2334_assembly_v001	basidiomycetes N.albida (JCM 2334 2016)
GCA_001444555.1_ASM144455v1	basidiomycetes N.albida (NRRL Y-1402 2015)
GCA_023628175.1_ASM2362817v1	basidiomycetes N.albida (P1801B 2022)
GCA_023628155.1_ASM2362815v1	basidiomycetes N.albida (PT4301 2022)
GCA_001687445.1_Obbri1	basidiomycetes O.rivulosa (3A-2 2016)
GCA_004369055.1_Polar1	basidiomycetes P.arcularius (HHB13444 2019)
GCA_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0	basidiomycetes P.carnosa (HHB-10118-sp 2012)
GCA_000167175.1_ASM16717v1	basidiomycetes P.chrysosporium (RP-78 2004)
GCA_900155495.1_Tinctoporellus_epimiltinus_RS1	basidiomycetes P.epimiltina (2019)
GCA_000832265.1_Phlgi1	basidiomycetes P.gigantea (11061_1 CR5-6 2015)
GCA_012922625.1_ASM1292262v1	basidiomycetes P.laurentii (IF7SW-B5 2020)
GCA_012922615.1_ASM1292261v1	basidiomycetes P.laurentii (IF7SW-F4 2020)
GCA_000738825.1_ASM73882v1	basidiomycetes P.laurentii (RY1 2014)
GCA_022385805.1_Tralj1	basidiomycetes P.ljubarskyi (BRFM 1659 2022)
GCA_000006255.1_Postia_placenta_V1.0	basidiomycetes P.Mad-698-R (Mad-698-R 2009)
GCA_002117355.1_PosplRSB12_1	basidiomycetes P.placenta (MAD-698-R-SB12 2017)
GCA_022160315.1_Panru1	basidiomycetes P.rudis ss-1 (PR-1116 2022)
GCA_047370925.1_ASM4737092v1	basidiomycetes P.sp. (L20-19 2025)
GCA_011032875.1_ASM1103287v1	basidiomycetes P.tremellosa (BBEL0901 2020)
GCA_003057275.1_ASM305727v1	basidiomycetes P.tsugae (s90 2018)
GCA_047716495.1_ASM4771649v1	basidiomycetes P.umbellatus (PuF2-SS16 2025)
GCA_047716525.1_ASM4771652v1	basidiomycetes P.umbellatus (PuF2-SS2 2025)
GCA_047716635.1_ASM4771663v1	basidiomycetes P.umbellatus (PuF2-SS30 2025)
GCA_047716555.1_ASM4771655v1	basidiomycetes P.umbellatus (PuF2-SS7 2025)
GCA_004355085.1_Ricmel1	basidiomycetes R.mellea (SZMC22713 2019)
GCA_015832375.1_TUM_RhoPla_FPRL280	basidiomycetes R.placenta (FPRL280 2020)
GCA_004679265.1_ASM467926v1	basidiomycetes R.roseus (DSM 105464 2019)
GCA_041438175.1_Schco2071_1	basidiomycetes S.commune (207.1 2024)
GCA_049639145.1_ASM4963914v1	basidiomycetes S.commune (20R-7-F01-S10 2025)
GCA_049639345.1_ASM4963934v1	basidiomycetes S.commune (20R-7-F01-S103 2025)
GCA_049639205.1_ASM4963920v1	basidiomycetes S.commune (20R-7-F01-S180 2025)
GCA_049639225.1_ASM4963922v1	basidiomycetes S.commune (20R-7-F01-S192 2025)
GCA_049639285.1_ASM4963928v1	basidiomycetes S.commune (20R-7-F01-S206 2025)
GCA_049639405.1_ASM4963940v1	basidiomycetes S.commune (20R-7-F01-S4y 2025)
GCA_049639365.1_ASM4963936v1	basidiomycetes S.commune (20R-7-F01-S5y 2025)
GCA_041438155.1_Schco2231_1	basidiomycetes S.commune (223.1 2024)
GCA_041438045.1_Schco2251_1	basidiomycetes S.commune (225.1 2024)
GCA_041438085.1_Schco2271_1	basidiomycetes S.commune (227.1 2024)
GCA_041438035.1_Schco2272_1	basidiomycetes S.commune (227.2 2024)
GCA_000143185.2_Schco3	basidiomycetes S.commune (H4-8 2022)
GCA_001599475.1_JCM_22674_assembly_v001	basidiomycetes S.commune (JCM 22674 2016)
GCA_023508725.1_Schco_LoeD_1	basidiomycetes S.commune (Loenen D 2022)
GCA_003313685.1_ASM331368v1	basidiomycetes S.commune (MG53 2018)
GCA_023508785.1_Schco_TatD_1	basidiomycetes S.commune (Tattone D 2022)
GCF_000143185.2_Schco3	basidiomycetes S.commune (v2 H4-8 2022)
GCA_041438055.1_SchcoZB1	basidiomycetes S.commune (ZB1 2024)
GCA_041438095.1_SchcoZB2	basidiomycetes S.commune (ZB2 2024)
GCA_002607745.1_ASM260774v1	basidiomycetes S.latifolia (minxiu NO.1 2017)
GCA_018466975.1_genome	basidiomycetes S.latifolia (Minxiu No.1 SP-C 2021)
GCA_965199605.1_gfSpaMino1.hap1.1	basidiomycetes S.minoensis (gfSpaMino1.hap1.1 2025)
GCA_965199485.1_gfSpaMino1.hap2.1	basidiomycetes S.minoensis (gfSpaMino1.hap2.1 2025)
GCA_964035595.1_gfSpoDele1	basidiomycetes S.occarium (2024)
GCA_004332605.1_INBI_StOhra_v1.0	basidiomycetes S.ochraceum (LE-BIN_3174 2019)
GCF_000293215.1_Trichosporon_asahii_1	basidiomycetes T.asahii var. asahii CBS 2479
GCA_003999685.1_ASM399968v1	basidiomycetes T.camphoratus (M8 2019)
GCA_022385755.1_Trace1	basidiomycetes T.cervina (BRFM 1824 2022)
GCA_022385765.1_Traci1	basidiomycetes T.cingulata (BRFM 1805 2022)
GCA_000765035.1_BN946	basidiomycetes T.cinnabarina (BRFM137 2014)
GCA_029747595.1_Cubamyces_cubensis_reassembly_enz	basidiomycetes T.cubensis (MPL-01 2023)
GCA_001302255.2_TraHir072	basidiomycetes T.hirsuta (072 2017)
GCA_001939255.1_ASM193925v1	basidiomycetes T.polyzona (LMB-TM5 2017)
GCA_001895945.1_ASM189594v1	basidiomycetes T.pubescens (FBCC735 2016)
GCA_027596045.1_Pycnoporus_sanguineus_reass	basidiomycetes T.sanguinea (CG-C14 2023)
GCA_025201895.1_Pycsa1	basidiomycetes T.sanguinea (CIRM-BRFM 1264 2022)
GCA_001304625.1_ASM130462v1	basidiomycetes T.sp. (AH28-2 2015)
GCA_037041555.1_ASM3704155v1	basidiomycetes T.sp. AH28-2 (PG5501 2024)
GCA_041956555.1_Traver1	basidiomycetes T.versicolor (ATCC 20869 2024)
GCA_033439235.1_ASM3343923v1	basidiomycetes T.versicolor (BUCEA-2011 2023)
GCA_002964805.2_ASM296480v2	basidiomycetes T.villosa (CCMB561 2022)
GCA_034769205.1_ASM3476920v1	basidiomycetes W.cocos (GDMCC 5.219 2023)
GCA_000344635.1_Wolco1	basidiomycetes W.cocos SS10 (MD-104 2013)
GCA_043792045.1_IMPLAD_Wohoe_1	basidiomycetes W.hoelen (L7 2024)
GCF_002285025.1_ViralProj401021	Bastrovirus 7 (2017)
GCF_002005625.1_ViralProj376036	Bat sapovirus (Bat-SaV/Limbe65/CAM/2014 2017)
GCF_000894635.1_ViralProj167111	Bat sapovirus (TLC58/HK 2012)
GCF_000648675.2_Clec_2.1	bed bug
GCA_001693075.2_ASM169307v2	beef tapeworm (TSAYD01 2016)
GCF_029888155.1_ASM2988815v1	Beiji nairovirus (H160 2023)
GCF_900445655.1_51184_H02	Bergeyella zoohelcum (NCTC11660 2018)
GCF_002816195.1_ASM281619v1	Betacoronavirus (England 1 H123990006 2018)
GCF_001019855.1_ViralMultiSegProj285593	Bhanja virus (ibAr2709 2015)
GCF_000247585.1_PP_INRA-310_V2	black shank of tobacco agent (INRA-310 2013)
GCF_002892825.2_ISE6_asm2.2_deduplicated	black-legged tick (JCVI 2018)
GCF_016920785.2_ASM1692078v2	black-legged tick (U.Maryland v2 2021)
GCF_000208615.1_JCVI_ISG_i3_1.0	black-legged tick (Wikel colony 2008 refseq)
GCF_000230375.1_ASM23037v1	blackleg of rapeseed fungus
GCA_000151295.1_A_macrogynus_V3	blastocladiomycotan A.macrogynus (ATCC 38327 2010)
GCA_028554745.1_ASM2855474v1	Blastocrithidia sp. (p57 2023)
GCA_020509355.1_ASM2050935v1	Blechomonas ayalai (B08-376 2021)
GCF_947242115.1_xgBioGlab47.1	bloodfluke planorb (primary hap 2022)
GCF_000457365.2_ASM45736v2	bloodfluke planorb (v2 BB02 2013 refseq)
GCA_900624965.1_S_vulgaris_Kentucky_0011_upd	bloodworm (2018)
GCF_003033285.1_ASM303328v1	Bocaparvovirus primate1 (Salvador1 2023)
GCA_001460835.1_BSAL	Bodo saltans (Lake Konstanz 2015)
GCF_004008975.1_ASM400897v1	Bordetella pertussis (H640 2019)
GCF_000847565.3_ViralProj14675.1	Borna disease virus 2 (No/98 2016)
GCF_023156645.1_ASM2315664v1	Bourbon virus (MO-2013-2499 2023)
GCF_000846165.1_ViralProj14381	Bovine adeno-associated virus (2004)
GCF_001714355.1_ViralProj339877	Bovine calicivirus strain (Kirklareli 2016)
GCA_000816705.1_D_viviparus_9.2.1.ec.pg	bovine lungworm (HannoverDv2000 2015)
GCF_002118085.1_ViralMultiSegProj384973	Bowe virus (VN1512 2017)
GCA_027563075.1_ASM2756307v1	brain-eating amoeba (AR12 2023)
GCA_000499105.1_Naegleria_fowleri_1.0	brain-eating amoeba (ATCC 30863 2013)
GCA_008403515.1_ASM840351v1	brain-eating amoeba (ATCC 30894 2019 genbank)
GCF_008403515.1_ASM840351v1	brain-eating amoeba (ATCC 30894 2019 refseq)
GCA_020891285.1_Nfowleri_kurume_1.0	brain-eating amoeba (kurume 2021)
GCA_027563095.1_ASM2756309v1	brain-eating amoeba (NF1 2023)
GCA_902703645.1_NF	brain-eating amoeba (NF_KFSHRC_1 2020)
GCA_027563055.1_ASM2756305v1	brain-eating amoeba (PA34 2023)
GCA_014843625.1_ASM1484362v1	brain-eating amoeba (Ty 2020)
GCF_002706795.1_ASM270679v1	Brevibacillus laterosporus (DSM 25 2017)
GCA_900617775.1_D_latum_Geneva_0011_upd	broad fish tapeworm (2018)
GCF_013339695.2_BIME_Rsan_1.4	brown dog tick (v1.4 Rsan-2018 2022)
GCF_015326295.1_ASM1532629v1	Brucella anthropi (PBO 2020)
GCF_000018525.1_ASM1852v1	Brucella canis (ATCC 23365 2007)
GCF_047324105.1_ASM4732410v1	Brucella ceti (DDE002 2025)
GCF_041930145.1_ASM4193014v1	Brucella ciceri (DSM 22292 2024)
GCF_038433355.1_ASM3843335v1	Brucella cytisi (ESC1 2024)
GCF_014199265.1_ASM1419926v1	Brucella daejeonensis (DSM 26944 2020)
GCF_014640615.1_ASM1464061v1	Brucella endophytica (CGMCC 1.15082 2020)
GCF_006476605.1_ASM647660v1	Brucella gallinifaecis (ISO 196 2019)
GCF_002252505.1_ASM225250v1	Brucella grignonensis (OgA9a 2017)
GCF_005938105.1_ASM593810v1	Brucella haematophila (CCUG 38531 2019)
GCF_900454225.1_34576_H01	Brucella intermedia (NCTC12171 2018)
GCF_002252535.1_ASM225253v1	Brucella lupini (LUP21 2017)
GCF_000007125.1_ASM712v1	Brucella melitensis bv. 1 str. (16M 2001)
GCF_000022745.1_ASM2274v1	Brucella microti (CCM 4915 2009)
GCF_900446125.1_57572_C01	Brucella neotomae (NCTC10084 2018)
GCF_041929965.1_ASM4192996v1	Brucella oryzae (DSM 17471 2024)
GCF_000016845.1_ASM1684v1	Brucella ovis (ATCC 25840 2007)
GCF_006376675.1_ASM637667v1	Brucella pecoris (08RB2639 2019)
GCF_002803535.1_ASM280353v1	Brucella pituitosa (BU72 2017)
GCF_025118245.1_ASM2511824v1	Brucella pseudintermedia (ASAG-D25 2022)
GCF_022024335.1_ASM2202433v1	Brucella pseudogrignonensis (ESL2 2022)
GCF_002252475.1_ASM225247v1	Brucella rhizosphaerae (PR17 2017)
GCF_000007505.1_ASM750v1	Brucella suis (1330 2005)
GCF_002252445.1_ASM225244v1	Brucella thiophenivorans (DSM 7216 2017)
GCF_008932285.1_ASM893228v1	Brucella tritici (TA93 2019)
GCF_002117675.1_ViralMultiSegProj384972	Bruges virus (BE/Vieux-Genappe/TE/2013/1 2017)
GCA_000784695.1_Cand_albi_Ca6_V2	budding yeast C.albicans (Ca6 2014)
GCA_016906495.1_ASM1690649v1	budding yeast C.albicans (CA77 2021)
GCA_017309835.1_UM_Calb_Chn1	budding yeast C.albicans (CHN1 2021)
GCA_023623395.1_ASM2362339v1	budding yeast C.albicans (D9-M2 2022)
GCA_025766345.1_ASM2576634v1	budding yeast C.albicans (F1308A 2022)
GCA_037041175.1_ASM3704117v1	budding yeast C.albicans (F133-05 2024)
GCA_023623405.1_ASM2362340v1	budding yeast C.albicans (F2612A 2022)
GCA_025766575.1_ASM2576657v1	budding yeast C.albicans (F4410 2022)
GCA_025766415.1_ASM2576641v1	budding yeast C.albicans (M6 2022)
GCA_051940765.1_Calb_UM_v1	budding yeast C.albicans (MRPS01/UM/MY/2024 2025)
GCA_020027055.1_ASM2002705v1	budding yeast C.albicans (N1_023 2021)
GCA_020027085.1_ASM2002708v1	budding yeast C.albicans (N5_264 2021)
GCA_005890765.1_ASM589076v1	budding yeast C.albicans (NCYC 4144 primary hap 2019)
GCA_005890775.1_ASM589077v1	budding yeast C.albicans (NCYC 4145 primary hap 2019)
GCA_005890745.1_ASM589074v1	budding yeast C.albicans (NCYC 4146 primary hap 2019)
GCA_037040595.1_ASM3704059v1	budding yeast C.albicans (P133-08 2024)
GCA_000784515.1_Cand_albi_P37039_V1	budding yeast C.albicans (P37039 2014)
GCA_000784525.1_Cand_albi_P60002_V1	budding yeast C.albicans (P60002 2014)
GCA_000784575.1_Cand_albi_P75010_V1	budding yeast C.albicans (P75010 2014)
GCA_000784595.1_Cand_albi_P75016_V1	budding yeast C.albicans (P75016 2014)
GCA_000784505.1_Cand_albi_P76055_V1	budding yeast C.albicans (P76055 2014)
GCA_000784495.1_Cand_albi_P76067_V1	budding yeast C.albicans (P76067 2014)
GCA_000784615.1_Cand_albi_P78042_V1	budding yeast C.albicans (P78042 2014)
GCA_025766515.1_ASM2576651v1	budding yeast C.albicans (PG4419B 2022)
GCA_025767555.1_ASM2576755v1	budding yeast C.albicans (PYS4401 2022)
GCA_025766535.1_ASM2576653v1	budding yeast C.albicans (R1306 2022)
GCA_023623345.1_ASM2362334v1	budding yeast C.albicans (R1910 2022)
GCA_025766435.1_ASM2576643v1	budding yeast C.albicans (R2109 2022)
GCA_025766595.1_ASM2576659v1	budding yeast C.albicans (R2109-2 2022)
GCA_000182965.3_ASM18296v3	budding yeast C.albicans (SC5314 2016)
GCA_003454735.1_ASM345473v1	budding yeast C.albicans (TIMM 1768 2018)
GCA_002259805.1_ASM225980v1	budding yeast C.albicans (UAB012-W3D5 2017)
GCA_002259875.1_ASM225987v1	budding yeast C.albicans (UAB012-W7D4 2017)
GCA_002259885.1_ASM225988v1	budding yeast C.albicans (UAB040-W3D3 2017)
GCA_000784655.1_Cand_albi_SC5314_V3	budding yeast C.albicans (V3 SC5314 2014)
GCA_000784635.1_Cand_albi_SC5314_V4	budding yeast C.albicans (V4 SC5314 2014)
GCA_000149445.2_ASM14944v2	budding yeast C.albicans (WO-1 2009)
GCA_025766445.1_ASM2576644v1	budding yeast C.albicans (Y1318A 2022)
GCA_025766475.1_ASM2576647v1	budding yeast C.albicans (Y1501A 2022)
GCF_000182965.3_ASM18296v3	budding yeast C.albicans SC5314
GCF_001189475.1_ASM118947v1	budding yeast C.auris (6684 2015 refseq)
GCF_003013715.1_ASM301371v2	budding yeast C.auris (B11220 2019)
GCF_002775015.1_Cand_auris_B11221_V1	budding yeast C.auris (B11221 2017 refseq)
GCA_003014415.1_Cand_auris_B11243	budding yeast C.auris (B11243 2018)
GCA_008275145.1_ASM827514v1	budding yeast C.auris (B11245 2019)
GCA_002759435.3_Cand_auris_B8441_V3	budding yeast C.auris (B8441 2024)
GCA_030573285.1_ASM3057328v1	budding yeast C.blankii (NRRL Y-17068 2023)
GCF_000026945.1_ASM2694v1	budding yeast C.dubliniensis CD36
GCF_002926085.2_CanDuoHae_v1.0	budding yeast C.duobushaemulonis
GCA_001983305.1_ASM198330v1	budding yeast C.fabianii (65 2017)
GCF_002926055.2_CanHae_1.0	budding yeast C.haemuloni
GCF_000003835.1_ASM383v1	budding yeast C.lusitaniae (ATCC 42720 2009 refseq)
GCA_030563865.1_ASM3056386v1	budding yeast C.oleophila (NRRL Y-2317 2023)
GCF_000182765.1_ASM18276v2	budding yeast C.parapsilosis
GCA_025767985.1_ASM2576798v1	budding yeast C.parapsilosis (2NR911 2022)
GCA_051944315.1_ASM5194431v1	budding yeast C.parapsilosis (CBS 11301 2025)
GCA_051944295.1_ASM5194429v1	budding yeast C.parapsilosis (CBS 1954 2025)
GCA_037041095.1_ASM3704109v1	budding yeast C.parapsilosis (DX7810 2024)
GCA_037041125.1_ASM3704112v1	budding yeast C.parapsilosis (DX8911S 2024)
GCA_025767885.1_ASM2576788v1	budding yeast C.parapsilosis (F3313A 2022)
GCA_025767915.1_ASM2576791v1	budding yeast C.parapsilosis (M1113B 2022)
GCA_025767995.1_ASM2576799v1	budding yeast C.parapsilosis (M6001A 2022)
GCA_004026445.1_ASM402644v1	budding yeast C.parapsilosis (N3_182_000G1 2019)
GCA_020027075.1_ASM2002707v1	budding yeast C.parapsilosis (NYC_001 2021)
GCA_037040715.1_ASM3704071v1	budding yeast C.parapsilosis (P7305 2024)
GCA_025767775.1_ASM2576777v1	budding yeast C.parapsilosis (PDH3311A-2 2022)
GCA_025767895.1_ASM2576789v1	budding yeast C.parapsilosis (PF3403 2022)
GCA_025767715.1_ASM2576771v1	budding yeast C.parapsilosis (PH3406 2022)
GCA_025768005.1_ASM2576800v1	budding yeast C.parapsilosis (PK4602 2022)
GCA_025768045.1_ASM2576804v1	budding yeast C.parapsilosis (PYS009A 2022)
GCA_025767905.1_ASM2576790v1	budding yeast C.parapsilosis (R40-03 2022)
GCA_004026285.1_ASM402628v1	budding yeast C.parapsilosis (S2_005_002R2a 2019)
GCA_051362405.1_ASM5136240v1	budding yeast C.parapsilosis (X2-3 2025)
GCA_025767825.1_ASM2576782v1	budding yeast C.parapsilosis (Y4602 2022)
GCF_003013735.1_Cand_pseudohaemulonii_B12108	budding yeast C.pseudohaemulonis
GCA_000633855.1_ASM63385v1	budding yeast C.tropicalis (121 2014)
GCA_035078345.1_MYCT-1862-2021	budding yeast C.tropicalis (2024)
GCA_049862575.1_ASM4986257v1	budding yeast C.tropicalis (37 2025)
GCA_051944405.1_ASM5194440v1	budding yeast C.tropicalis (CBS 94 2025)
GCA_025767625.1_ASM2576762v1	budding yeast C.tropicalis (F1002B 2022)
GCA_025767605.1_ASM2576760v1	budding yeast C.tropicalis (M3302A 2022)
GCA_000006335.3_ASM633v3	budding yeast C.tropicalis (MYA-3404 2009)
GCA_013177555.1_ASM1317755v1	budding yeast C.tropicalis (MYA-3404 2020)
GCA_032356845.1_MYCT-0121-2021	budding yeast C.tropicalis (MYCT-0121-2021 2023)
GCA_032356825.1_MYCT-0618-2021	budding yeast C.tropicalis (MYCT-0618-2021 2023)
GCA_032356485.1_MYCT-0644-2021	budding yeast C.tropicalis (MYCT-0644-2021 2023)
GCA_032356445.1_MYCT-0816-2021	budding yeast C.tropicalis (MYCT-0816-2021 2023)
GCA_032356805.1_MYCT-1000-2021	budding yeast C.tropicalis (MYCT-1000-2021 2023)
GCA_032356785.1_MYCT-1211-2021	budding yeast C.tropicalis (MYCT-1211-2021 2023)
GCA_032356765.1_MYCT-1368-2021	budding yeast C.tropicalis (MYCT-1368-2021 2023)
GCA_032356725.1_MYCT-1405-2021	budding yeast C.tropicalis (MYCT-1405-2021 2023)
GCA_032356705.1_MYCT-1531-2021	budding yeast C.tropicalis (MYCT-1531-2021 2023)
GCA_032356685.1_MYCT-1551-2021	budding yeast C.tropicalis (MYCT-1551-2021 2023)
GCA_032356745.1_MYCT-1733-2021	budding yeast C.tropicalis (MYCT-1733-2021 2023)
